target,method,seed,split_id,n_te,n_pos,n_events,auc,ap,prevalence,lift,brier,brier_skill,auc_within_athlete,n_athletes_with_both,auc_between_athlete,n_athletes_test,thr_calibrated,f1_calibrated,precision_calibrated,recall_calibrated,f1_oracle,event_detection_rate,event_detection_ci
TeamA-2020,ProtoNet,42,21e171fc2d,8483,334,19,0.6102521304182651,0.10989903637374378,0.03937286337380644,2.791238100474456,0.21283010243236108,-4.627055562100029,0.468785931847498,10,0.6470588235294118,27,0.5619396165277831,0.11652435961828227,0.0700060350030175,0.3473053892215569,0.14107883817427386,0.5263157894736842,"(np.float64(0.31707482511825114), np.float64(0.7267049451255145))"
TeamB-2020,ProtoNet,3,9f439cd354,7841,16,2,0.7731309904153355,0.005148172876929386,0.0020405560515240405,2.5229264705002072,0.08891013423898186,-42.66061459180965,0.8130996689743246,2,0.5238095238095238,23,0.3169805335188375,0.01367053998632946,0.006910850034554251,0.625,0.01610305958132045,1.0,"(np.float64(0.34237195288961925), 1.0)"
TeamB-2020,ProtoNet,1,39b560e891,7963,26,2,0.9667622915071573,0.04815964087544068,0.003265101092553058,14.74981616504362,0.032559192511810754,-9.00454469487331,0.9960374937097792,2,0.7380952380952381,23,0.07575948054299635,0.036312849162011177,0.01849217638691323,1.0,0.1297709923664122,1.0,"(np.float64(0.34237195288961925), 1.0)"
TeamB-2020,LSTM,123,2460ca9502,8000,28,2,0.6955997777937066,0.16006004731882434,0.0035,45.73144209109267,0.013751173638108148,-2.9427062255345526,0.6680047297431715,2,0.7857142857142858,23,0.06288937479257584,0.016101207590569294,0.008182349503214495,0.5,0.2916666666666667,1.0,"(np.float64(0.34237195288961925), 1.0)"
TeamB-2020,AthleteRate,4,39b560e891,7960,26,2,0.5612553566927149,0.003897466646679658,0.0032663316582914573,1.1932244041373108,0.06417496222800746,-18.711796778742503,0.5,2,0.5714285714285714,23,0.16666666666666666,0.007764670748096163,0.003897466646679658,1.0,0.007764670748096163,1.0,"(np.float64(0.34237195288961925), 1.0)"
TeamB-2020,GAT,5,9f439cd354,7828,16,2,0.9936795954941117,0.185107032835636,0.002043944813490036,90.5636158148349,0.0685719032844282,-32.617516029437304,0.9908064485484116,2,0.9285714285714286,23,0.28010178248859147,0.021917808219178082,0.0110803324099723,1.0,0.3333333333333333,1.0,"(np.float64(0.34237195288961925), 1.0)"
TeamA-2021,Transformer,2,741ce6427f,9336,47,6,0.7885877370396922,0.02510381055664304,0.005034275921165381,4.986578199081265,0.023966660266871165,-3.784784526626302,0.5465365786815026,4,0.8152173913043478,27,0.04664897217470052,0.03185840707964602,0.016383495145631068,0.574468085106383,0.10218978102189781,0.6666666666666666,"(np.float64(0.29998832134152864), np.float64(0.9032306674407831))"
TeamA-2020,ProtoNet,4,bf43aa8c3c,7401,229,19,0.7448480505215577,0.06843399143476918,0.030941764626401837,2.2117029284223872,0.10093089226255375,-2.366116617044098,0.591883253879164,8,0.7171052631578948,27,0.3603378032551374,0.13817330210772832,0.07978363759296822,0.5152838427947598,0.13801169590643275,0.6842105263157895,"(np.float64(0.4601001017506463), np.float64(0.846358289955714))"
TeamA-2021,ProtoNet,2,741ce6427f,9336,47,6,0.7119768749584844,0.011548097661089074,0.005034275921165381,2.2938944630622893,0.16044284120883523,-31.031347525093302,0.5234076604251656,4,0.717391304347826,27,0.6215516153503865,0.01887905604719764,0.009708737864077669,0.3404255319148936,0.034653465346534656,0.6666666666666666,"(np.float64(0.29998832134152864), np.float64(0.9032306674407831))"
TeamB-2020,AthleteRate,42,9f439cd354,7854,16,2,0.5796759377392192,0.0025384737426622245,0.002037178507766743,1.2460732984293197,0.06573679462836575,-31.334420048783542,0.5,2,0.5952380952380952,23,0.18446601941747573,0.00506409241968666,0.0025384737426622245,1.0,0.00506409241968666,1.0,"(np.float64(0.34237195288961925), 1.0)"
